iter	Passed	Remaining
161	653	3380
162	656	3373
163	660	3364
164	662	3354
165	666	3347
166	670	3345
167	674	3339
168	678	3334
169	682	3330
170	685	3324
171	688	3316
172	691	3306
173	694	3297
174	697	3288
175	700	3280
176	703	3273
177	706	3263
178	709	3256
179	713	3248
180	714	3233
181	717	3226
182	720	3218
183	724	3212
184	727	3204
185	730	3197
186	733	3189
187	736	3180
188	739	3171
189	742	3163
190	745	3155
191	748	3148
192	752	3145
193	755	3136
194	758	3129
195	761	3123
196	764	3115
197	767	3109
198	770	3102
199	773	3095
200	777	3090
201	780	3082
202	783	3076
203	788	3075
204	791	3071
205	795	3065
206	798	3057
207	801	3051
208	804	3044
209	807	3039
210	811	3034
211	814	3027
212	816	3018
213	819	3010
214	824	3011
215	828	3007
216	832	3005
217	836	3000
218	839	2995
219	842	2988
220	845	2981
221	851	2982
222	855	2980
223	859	2977
224	862	2970
225	864	2961
226	867	2955
227	870	2946
228	873	2940
229	875	2931
230	877	2922
231	881	2918
232	885	2914
233	888	2908
234	892	2905
235	895	2898
236	898	2893
237	901	2885
238	903	2878
239	906	2869
240	909	2863
241	912	2856
242	914	2850
243	917	2843
244	921	2838
245	923	2831
246	926	2825
247	929	2818
248	931	2810
249	934	2802
250	936	2795
251	940	2790
252	943	2785
253	946	2779
254	948	2771
255	951	2765
256	954	2758
257	956	2751
258	959	2745
259	962	2738
260	966	2737
261	968	2728
262	971	2722
263	974	2716
264	977	2710
265	980	2704
266	982	2698
267	985	2692
268	988	2685
269	992	2682
270	994	2675
271	997	2668
272	999	2662
273	1003	2657
274	1005	2651
275	1008	2645
276	1011	2639
277	1014	2633
278	1016	2627
279	1019	2621
280	1021	2614
281	1025	2610
282	1028	2605
283	1031	2600
284	1035	2597
285	1040	2598
286	1043	2593
287	1047	2589
288	1050	2584
289	1053	2579
290	1056	2573
291	1060	2571
292	1064	2567
293	1067	2563
294	1071	2559
295	1075	2557
296	1080	2556
297	1083	2552
298	1087	2550
299	1092	2548
300	1095	2544
301	1100	2542
302	1104	2540
303	1107	2536
304	1111	2532
305	1114	2528
306	1119	2526
307	1122	2521
308	1126	2518
309	1129	2514
310	1133	2510
311	1136	2506
312	1139	2502
313	1142	2496
314	1146	2492
315	1149	2488
316	1153	2484
317	1156	2480
318	1159	2476
319	1162	2470
320	1165	2465
321	1168	2459
322	1171	2455
323	1174	2449
324	1177	2444
325	1179	2439
326	1182	2433
327	1185	2428
328	1187	2421
329	1190	2416
330	1193	2411
331	1195	2406
332	1198	2401
333	1201	2396
334	1204	2390
335	1207	2385
336	1210	2381
337	1213	2377
338	1216	2371
339	1218	2365
340	1221	2361
341	1225	2356
342	1227	2351
343	1230	2346
344	1234	2343
345	1237	2338
346	1240	2334
347	1243	2330
348	1246	2325
349	1249	2321
350	1252	2316
351	1255	2311
352	1258	2306
353	1260	2301
354	1263	2296
355	1266	2291
356	1269	2286
357	1272	2281
358	1275	2277
359	1280	2276
360	1284	2273
361	1287	2269
362	1291	2266
363	1295	2263
364	1298	2259
365	1302	2256
366	1306	2253
367	1309	2249
368	1312	2244
369	1315	2240
370	1318	2235
371	1321	2231
372	1325	2227
373	1328	2223
374	1331	2219
375	1334	2215
376	1340	2214
377	1344	2212
378	1348	2209
379	1351	2204
380	1353	2199
381	1357	2196
382	1361	2192
383	1364	2188
384	1367	2185
385	1372	2182
386	1376	2179
387	1379	2175
388	1382	2172
389	1386	2168
390	1388	2162
391	1390	2156
392	1392	2151
393	1395	2146
394	1398	2142
395	1402	2139
396	1405	2135
397	1409	2131
398	1412	2127
399	1414	2122
400	1418	2118
401	1422	2115
402	1425	2112
403	1428	2107
404	1432	2103
405	1434	2099
406	1438	2095
407	1441	2091
408	1444	2086
409	1447	2083
410	1450	2079
411	1453	2074
412	1456	2070
413	1459	2066
414	1463	2062
415	1466	2058
416	1468	2053
417	1472	2050
418	1475	2045
419	1478	2041
420	1481	2037
421	1484	2033
422	1488	2029
423	1493	2029
424	1496	2024
425	1499	2021
426	1502	2016
427	1505	2012
428	1508	2008
429	1511	2003
430	1514	1999
431	1517	1995
432	1520	1991
433	1524	1988
434	1528	1984
435	1531	1980
436	1534	1976
437	1537	1972
438	1539	1967
439	1542	1963
440	1546	1959
441	1548	1955
442	1552	1951
443	1554	1947
444	1557	1942
445	1560	1938
446	1562	1933
447	1566	1930
448	1569	1926
449	1573	1923
450	1580	1923
451	1590	1928
452	1598	1929
453	1606	1931
454	1612	1931
455	1618	1931
456	1624	1930
457	1629	1928
458	1633	1925
459	1637	1922
460	1641	1919
461	1645	1916
462	1649	1913
463	1652	1909
464	1655	1904
465	1657	1899
466	1661	1896
467	1664	1891
468	1667	1887
469	1669	1883
470	1672	1878
471	1674	1873
472	1677	1868
473	1679	1864
474	1682	1859
475	1684	1854
476	1688	1851
477	1691	1847
478	1694	1843
479	1698	1839
480	1700	1834
481	1704	1831
482	1707	1827
483	1709	1822
484	1712	1818
485	1715	1814
486	1719	1811
487	1721	1805
488	1724	1801
489	1727	1797
490	1731	1795
491	1736	1793
492	1740	1789
493	1744	1786
494	1749	1785
495	1754	1782
496	1757	1779
497	1760	1774
498	1763	1770
499	1766	1766
500	1768	1761
501	1770	1756
502	1774	1752
503	1776	1748
504	1780	1744
505	1782	1739
506	1785	1736
507	1788	1731
508	1791	1727
509	1794	1724
510	1797	1720
511	1800	1715
512	1803	1712
513	1806	1708
514	1810	1705
515	1813	1701
516	1816	1697
517	1819	1692
518	1822	1688
519	1825	1684
520	1828	1681
521	1831	1676
522	1833	1672
523	1836	1668
524	1839	1663
525	1842	1660
526	1844	1655
527	1848	1652
528	1851	1648
529	1854	1644
530	1857	1640
531	1859	1635
532	1863	1632
533	1864	1627
534	1868	1623
535	1871	1619
536	1873	1615
537	1881	1615
538	1902	1627
539	1905	1623
540	1908	1619
541	1914	1617
542	1918	1614
543	1920	1610
544	1924	1606
545	1927	1602
546	1929	1598
547	1932	1594
548	1935	1590
549	1939	1586
550	1943	1583
551	1947	1580
552	1950	1576
553	1953	1572
554	1956	1568
555	1959	1564
556	1962	1560
557	1964	1556
558	1967	1552
559	1970	1548
560	1973	1544
561	1976	1540
562	1979	1536
563	1982	1532
564	1985	1528
565	1988	1524
566	1991	1520
567	1994	1517
568	1997	1512
569	2000	1508
570	2002	1504
571	2005	1500
572	2008	1497
573	2012	1493
574	2015	1489
575	2017	1485
576	2020	1481
577	2024	1477
578	2027	1474
579	2030	1470
580	2033	1466
581	2035	1462
582	2038	1458
583	2041	1454
584	2044	1450
585	2046	1446
586	2050	1442
587	2053	1438
588	2056	1435
589	2059	1431
590	2062	1427
591	2066	1424
592	2069	1420
593	2073	1417
594	2076	1413
595	2080	1410
596	2083	1406
597	2088	1403
598	2092	1401
599	2095	1396
600	2098	1393
601	2101	1389
602	2103	1385
603	2106	1381
604	2110	1377
605	2113	1374
606	2117	1371
607	2123	1368
608	2128	1366
609	2133	1364
610	2139	1361
611	2142	1358
612	2146	1355
613	2150	1351
614	2154	1348
615	2157	1344
616	2161	1341
617	2165	1338
618	2170	1335
619	2173	1332
620	2181	1331
621	2185	1328
622	2191	1325
623	2196	1323
624	2201	1320
625	2207	1318
626	2213	1316
627	2218	1313
628	2221	1310
629	2223	1306
630	2227	1302
631	2230	1299
632	2233	1295
633	2237	1291
634	2240	1287
635	2243	1283
636	2246	1280
637	2249	1276
638	2252	1272
639	2254	1268
640	2257	1264
641	2260	1260
642	2263	1256
643	2266	1252
644	2269	1249
645	2273	1245
646	2276	1241
647	2279	1238
648	2281	1234
649	2284	1230
650	2289	1227
651	2292	1223
652	2295	1219
653	2298	1215
654	2301	1212
655	2305	1208
656	2308	1205
657	2311	1201
658	2314	1197
659	2317	1193
660	2319	1189
661	2321	1185
662	2324	1181
663	2327	1177
664	2330	1174
665	2333	1170
666	2336	1166
667	2339	1162
668	2343	1159
669	2346	1155
670	2349	1152
671	2353	1148
672	2356	1144
673	2359	1141
674	2362	1137
675	2365	1133
676	2369	1130
677	2372	1126
678	2375	1122
679	2378	1119
680	2381	1115
681	2384	1111
682	2387	1108
683	2390	1104
684	2393	1100
685	2397	1097
686	2401	1094
687	2406	1091
688	2411	1088
689	2414	1084
690	2417	1081
691	2421	1077
692	2425	1074
693	2428	1070
694	2431	1067
695	2435	1063
696	2439	1060
697	2444	1057
698	2448	1054
699	2452	1050
700	2456	1047
701	2460	1044
702	2465	1041
703	2468	1037
704	2474	1035
705	2476	1031
706	2480	1027
707	2488	1026
708	2491	1022
709	2499	1020
710	2504	1017
711	2508	1014
712	2511	1011
713	2514	1007
714	2518	1003
715	2522	1000
716	2526	997
717	2529	993
718	2533	990
719	2537	986
720	2541	983
721	2546	980
722	2550	977
723	2554	973
724	2558	970
725	2562	967
726	2566	963
727	2570	960
728	2574	957
729	2578	953
730	2581	949
731	2584	946
732	2586	942
733	2591	939
734	2595	935
735	2600	932
736	2604	929
737	2608	926
738	2611	922
739	2616	919
740	2620	915
741	2622	912
742	2626	908
743	2631	905
744	2635	902
745	2643	900
746	2645	896
747	2650	893
748	2655	890
749	2661	887
750	2669	885
751	2673	881
752	2676	878
753	2679	874
754	2683	870
755	2687	867
756	2691	863
757	2696	861
758	2700	857
759	2704	854
760	2708	850
761	2712	847
762	2716	843
763	2719	840
764	2723	836
765	2728	833
766	2733	830
767	2736	826
768	2741	823
769	2745	820
770	2747	816
771	2750	812
772	2753	808
773	2756	804
774	2761	801
775	2763	797
776	2768	794
777	2773	791
778	2777	787
779	2781	784
780	2784	780
781	2787	777
782	2791	773
783	2794	769
784	2796	766
785	2799	762
786	2802	758
787	2805	754
788	2808	751
789	2812	747
790	2817	744
791	2821	741
792	2825	737
793	2828	733
794	2832	730
795	2837	727
796	2841	723
797	2845	720
798	2849	716
799	2853	713
800	2857	709
801	2860	706
802	2864	702
803	2869	699
804	2873	695
805	2876	692
806	2881	689
807	2885	685
808	2888	682
809	2893	678
810	2897	675
811	2900	671
812	2904	668
813	2907	664
814	2911	660
815	2914	657
816	2918	653
817	2920	649
818	2923	646
819	2930	643
820	2935	639
821	2940	636
822	2943	633
823	2949	629
824	2955	626
825	2959	623
826	2964	620
827	2969	616
828	2972	613
829	2977	609
830	2980	606
831	2984	602
832	2988	599
833	2992	595
834	2996	592
835	3001	588
836	3004	585
837	3008	581
838	3012	578
839	3015	574
840	3019	570
841	3023	567
842	3027	563
843	3030	560
844	3034	556
845	3039	553
846	3043	549
847	3046	546
848	3051	542
849	3055	539
850	3058	535
851	3062	532
852	3066	528
853	3070	524
854	3073	521
855	3078	517
856	3084	514
857	3090	511
858	3095	508
859	3100	504
860	3106	501
861	3110	497
862	3114	494
863	3119	491
864	3124	487
865	3129	484
866	3132	480
867	3136	477
868	3150	474
869	3156	471
870	3169	469
871	3172	465
872	3176	462
873	3179	458
874	3183	454
875	3187	451
876	3190	447
877	3194	443
878	3197	440
879	3202	436
880	3209	433
881	3212	429
882	3217	426
883	3221	422
884	3226	419
885	3231	415
886	3234	412
887	3240	408
888	3243	404
889	3248	401
890	3253	397
891	3257	394
892	3260	390
893	3263	386
894	3267	383
895	3271	379
896	3275	376
897	3282	372
898	3286	369
899	3290	365
900	3294	362
901	3298	358
902	3301	354
903	3304	350
904	3307	347
905	3311	343
906	3314	339
907	3317	336
908	3320	332
909	3324	328
910	3327	325
911	3330	321
912	3333	317
913	3336	313
914	3339	310
915	3341	306
916	3344	302
917	3347	299
918	3350	295
919	3354	291
920	3358	288
921	3362	284
922	3365	280
923	3368	277
924	3370	273
925	3373	269
926	3375	265
927	3378	262
928	3381	258
929	3384	254
930	3387	251
931	3389	247
932	3392	243
933	3396	239
934	3397	236
935	3400	232
936	3404	228
937	3407	225
938	3410	221
939	3412	217
940	3415	214
941	3418	210
942	3421	206
943	3424	203
944	3427	199
945	3430	195
946	3433	192
947	3436	188
948	3439	184
949	3442	181
950	3445	177
951	3448	173
952	3451	170
953	3454	166
954	3458	162
955	3461	159
956	3465	155
957	3468	152
958	3471	148
959	3475	144
960	3479	141
961	3481	137
962	3485	133
963	3488	130
964	3491	126
965	3494	122
966	3497	119
967	3500	115
968	3503	112
969	3507	108
970	3510	104
971	3513	101
972	3519	97
973	3523	94
974	3527	90
975	3531	86
976	3536	83
977	3539	79
978	3541	75
979	3544	72
980	3546	68
981	3548	65
982	3552	61
983	3555	57
984	3558	54
985	3561	50
986	3565	46
987	3568	43
988	3573	39
989	3576	36
990	3579	32
991	3582	28
992	3586	25
993	3590	21
994	3594	18
995	3597	14
996	3600	10
997	3605	7
998	3609	3
999	3614	0
